Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4705,CA-2017-158435,5/17/2017,5/18/2017,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708.0,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7.0,0.0,18.8993
4706,CA-2017-158435,5/17/2017,5/18/2017,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708.0,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2.0,0.0,6.8714
4710,CA-2018-138149,6/29/2018,6/30/2018,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049.0,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,11.68,2.0,0.0,3.0368
4711,CA-2018-138149,6/29/2018,6/30/2018,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049.0,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3.0,0.0,22.4316
4712,CA-2015-112403,3/31/2015,3/31/2015,Same Day,JO-15280,Jas O'Carroll,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,0.852,1.0,0.7,-0.5964
4713,CA-2015-108273,12/16/2015,12/21/2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340.0,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,36.288,7.0,0.2,12.7008
4714,CA-2015-108273,12/16/2015,12/21/2015,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340.0,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.568,2.0,0.6,-74.9526
4718,CA-2016-129042,12/12/2016,12/17/2016,Standard Class,EM-13960,Eric Murdock,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,8.22,3.0,0.0,2.2194
4719,CA-2016-109736,10/10/2016,10/11/2016,First Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,45.36,7.0,0.0,21.7728
4721,CA-2016-142601,4/18/2016,4/20/2016,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004.0,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,61.96,2.0,0.0,27.882
4723,US-2018-135230,9/1/2018,9/7/2018,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Seattle,Washington,98103.0,West,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,7.58,1.0,0.0,2.9562
4724,CA-2017-159653,5/22/2017,5/22/2017,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Athens,Georgia,30605.0,South,OFF-LA-10004345,Office Supplies,Labels,Avery 493,14.73,3.0,0.0,7.2177
4725,CA-2017-131968,11/11/2017,11/15/2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,32712.0,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,9.888,2.0,0.7,-6.9216
4730,CA-2017-124681,7/18/2017,7/23/2017,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Dallas,Texas,75217.0,Central,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,15.576,3.0,0.2,3.3099
4732,US-2016-103996,3/29/2016,3/31/2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105.0,West,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,9.87,3.0,0.0,4.5402
4733,US-2016-103996,3/29/2016,3/31/2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105.0,West,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,3.0,0.0,20.7675
4734,US-2016-103996,3/29/2016,3/31/2016,Second Class,RB-19435,Richard Bierner,Consumer,United States,San Diego,California,92105.0,West,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,19.92,3.0,0.0,9.5616
4736,CA-2016-155054,6/13/2016,6/19/2016,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240.0,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2.0,0.0,3.8822
4737,CA-2016-155054,6/13/2016,6/19/2016,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240.0,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,29.84,2.0,0.0,13.428
4738,CA-2016-155054,6/13/2016,6/19/2016,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240.0,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,67.98,2.0,0.0,14.9556
4739,CA-2016-105725,2/18/2016,2/24/2016,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805.0,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2.0,0.0,28.0876
4740,CA-2016-105725,2/18/2016,2/24/2016,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805.0,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.544,1.0,0.2,-0.8886
4741,CA-2018-164364,11/12/2018,11/16/2018,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Seattle,Washington,98115.0,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,9.96,2.0,0.0,4.5816
4742,CA-2018-164364,11/12/2018,11/16/2018,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Seattle,Washington,98115.0,West,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3.0,0.0,2.3025
4743,CA-2018-164364,11/12/2018,11/16/2018,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Seattle,Washington,98115.0,West,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3.0,0.0,8.0997
4744,CA-2018-168123,3/5/2018,3/5/2018,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901.0,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2.0,0.0,2.528
4747,CA-2018-168123,3/5/2018,3/5/2018,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901.0,Central,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,18.69,3.0,0.0,9.1581
4748,CA-2017-120005,3/3/2017,3/3/2017,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110.0,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3.0,0.0,7.605
4749,CA-2017-120005,3/3/2017,3/3/2017,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110.0,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3.0,0.0,11.9952
4750,CA-2017-123526,12/24/2017,12/25/2017,First Class,BV-11245,Benjamin Venier,Corporate,United States,Seattle,Washington,98103.0,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,33.4,5.0,0.0,16.032
4752,CA-2017-159989,12/9/2017,12/13/2017,Standard Class,EB-13870,Emily Burns,Consumer,United States,Franklin,Tennessee,37064.0,South,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3.0,0.2,-9.153
4754,US-2016-167220,12/12/2016,12/16/2016,Standard Class,JB-15925,Joni Blumstein,Consumer,United States,Austin,Texas,78745.0,Central,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,22.368,4.0,0.2,6.4308
4755,CA-2018-126354,2/3/2018,2/8/2018,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.882,2.0,0.7,-2.588
4757,CA-2018-169817,9/21/2018,9/25/2018,Standard Class,EB-13870,Emily Burns,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,2.0,0.7,-1.5264
4758,US-2018-144582,4/30/2018,5/5/2018,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Danville,Illinois,61832.0,Central,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,43.372,7.0,0.8,-69.3952
4760,CA-2015-121573,11/3/2015,11/7/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,48.896,2.0,0.2,18.336
4761,CA-2015-121573,11/3/2015,11/7/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7.856,2.0,0.2,2.8478
4762,CA-2017-117660,12/30/2017,1/4/2018,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,5.904,2.0,0.2,1.9926
4763,CA-2017-117660,12/30/2017,1/4/2018,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,13.712,2.0,0.2,1.0284
4765,CA-2018-123701,11/24/2018,11/27/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110.0,West,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,27.76,4.0,0.0,9.9936
4766,CA-2016-118227,4/24/2016,4/28/2016,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,New York City,New York,10009.0,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1.0,0.0,7.5371
4769,CA-2018-158883,6/2/2018,6/3/2018,Same Day,CS-11860,Cari Schnelling,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,25.344,4.0,0.2,9.1872
4770,US-2017-114888,9/19/2017,9/24/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94109.0,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,3.0,0.2,4.1832
4771,US-2017-114888,9/19/2017,9/24/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94109.0,West,OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,6.24,3.0,0.0,1.872
4773,CA-2018-119746,11/23/2018,11/27/2018,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,6.464,1.0,0.6,-4.04
4774,CA-2018-119746,11/23/2018,11/27/2018,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,5.0,0.2,4.176
4776,CA-2018-108091,11/16/2018,11/21/2018,Standard Class,EK-13795,Eileen Kiefer,Home Office,United States,Escondido,California,92025.0,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,23.36,4.0,0.0,6.0736
4777,CA-2017-101630,2/19/2017,2/23/2017,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561.0,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,8.67,3.0,0.0,4.0749
4778,CA-2017-101630,2/19/2017,2/23/2017,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561.0,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3.0,0.0,6.6846
4780,CA-2015-150301,7/8/2015,7/10/2015,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215.0,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882,1.0,0.1,10.647
4782,CA-2015-159310,11/7/2015,11/12/2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070.0,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.476,3.0,0.8,-2.214
4783,CA-2015-159310,11/7/2015,11/12/2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070.0,Central,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,40.712,7.0,0.2,3.5623
4785,CA-2016-104346,12/11/2016,12/16/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,West,OFF-AR-10001473,Office Supplies,Art,Newell 313,13.12,5.0,0.2,1.148
4786,CA-2016-104346,12/11/2016,12/16/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,West,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.576,4.0,0.7,-143.7904
4787,CA-2016-104346,12/11/2016,12/16/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,4.224,3.0,0.2,0.4752
4788,CA-2016-104346,12/11/2016,12/16/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,West,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,58.08,4.0,0.2,-6.534
4789,CA-2016-104346,12/11/2016,12/16/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,West,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.416,9.0,0.2,15.0696
4790,CA-2016-104346,12/11/2016,12/16/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,West,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,5.0,0.2,10.984
4792,CA-2016-104346,12/11/2016,12/16/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 1932,85.056,3.0,0.2,28.7064
4793,CA-2016-104346,12/11/2016,12/16/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906.0,West,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,27.696,3.0,0.2,9.6936
4794,US-2016-141684,6/29/2016,7/4/2016,Standard Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",24.96,4.0,0.0,11.232
4795,CA-2016-144722,3/16/2016,3/23/2016,Standard Class,MF-18250,Monica Federle,Corporate,United States,Los Angeles,California,90036.0,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,1.0,0.0,18.1146
4796,CA-2016-120516,8/13/2016,8/17/2016,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Marietta,Georgia,30062.0,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,3.0,0.0,2.7072
4797,US-2017-148901,5/14/2017,5/19/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.582,3.0,0.7,-44.1462
4798,US-2017-148901,5/14/2017,5/19/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,31.104,6.0,0.2,10.8864
4799,US-2017-148901,5/14/2017,5/19/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216.0,South,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,3.0,0.2,8.3028
4800,US-2017-148901,5/14/2017,5/19/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5.0,0.2,4.36
4801,US-2017-148901,5/14/2017,5/19/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,4.768,2.0,0.2,0.4172
4802,US-2017-148901,5/14/2017,5/19/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,2.0,0.7,-7.612
4803,US-2017-148901,5/14/2017,5/19/2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.392,8.0,0.7,-9.8208
4804,CA-2018-136364,7/13/2018,7/17/2018,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,39.594,1.0,0.4,-7.2589
4805,CA-2018-136364,7/13/2018,7/17/2018,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,91.008,9.0,0.2,19.3392
4806,CA-2016-137708,11/22/2016,11/25/2016,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008.0,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,37.94,2.0,0.0,18.2112
4807,CA-2016-137708,11/22/2016,11/25/2016,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008.0,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,42.8,10.0,0.0,19.26
4808,CA-2016-137708,11/22/2016,11/25/2016,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,90008.0,West,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3.0,0.0,10.089
4809,CA-2015-149055,11/23/2015,11/28/2015,Standard Class,PB-19210,Phillip Breyer,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,62.808,3.0,0.2,21.1977
4814,CA-2017-121370,11/14/2017,11/19/2017,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.576,3.0,0.2,9.7152
4815,CA-2017-111696,5/8/2017,5/10/2017,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,17.94,3.0,0.0,8.073
4816,CA-2015-139598,12/26/2015,12/31/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.264,3.0,0.2,6.1641
4817,CA-2015-139598,12/26/2015,12/31/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,2.0,0.2,5.6316
4818,CA-2015-139598,12/26/2015,12/31/2015,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.552,2.0,0.2,8.1552
4820,CA-2018-117436,6/8/2018,6/14/2018,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360.0,East,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,10.36,2.0,0.0,5.0764
4823,CA-2017-134222,7/10/2017,7/11/2017,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,85364.0,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,6.0,0.7,-35.8848
4824,CA-2017-140018,11/21/2017,11/26/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.345,7.0,0.7,-24.276
4826,CA-2017-140018,11/21/2017,11/26/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3.0,0.2,15.5904
4827,US-2018-136707,11/12/2018,11/15/2018,First Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90036.0,West,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,14.016,4.0,0.2,4.9056
4828,CA-2015-152562,11/1/2015,11/8/2015,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2.0,0.0,19.4656
4829,CA-2015-152562,11/1/2015,11/8/2015,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,3.0,0.0,1.6356
4830,CA-2017-152408,5/15/2017,5/21/2017,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,3.0,0.2,4.4772
4832,CA-2015-120278,11/7/2015,11/12/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401.0,Central,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3.0,0.0,9.8901
4833,CA-2015-120278,11/7/2015,11/12/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401.0,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2.0,0.0,5.8708
4834,CA-2015-120278,11/7/2015,11/12/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401.0,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,3.0,0.0,5.8233
4835,CA-2018-167661,10/5/2018,10/10/2018,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110.0,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,5.0,0.2,13.473
4836,CA-2018-167661,10/5/2018,10/10/2018,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110.0,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,61.96,2.0,0.0,27.882
4837,CA-2018-167661,10/5/2018,10/10/2018,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110.0,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4.0,0.2,7.2268
4838,CA-2018-106831,6/1/2018,6/3/2018,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017.0,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,2.0,0.7,-2.6586
4839,CA-2018-106831,6/1/2018,6/3/2018,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017.0,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,27.744,6.0,0.2,10.0572
4841,CA-2018-154123,11/20/2018,11/25/2018,Standard Class,SC-20050,Sample Company A,Home Office,United States,Henderson,Kentucky,42420.0,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,2.0,0.0,11.5836
4842,CA-2017-136049,12/23/2017,12/28/2017,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Bowling Green,Ohio,43402.0,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",5.553,3.0,0.7,-4.0722
4844,US-2017-139388,11/7/2017,11/9/2017,First Class,CC-12475,Cindy Chapman,Consumer,United States,Lakewood,New Jersey,8701.0,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,14.96,4.0,0.0,0.2992
4845,US-2015-128685,4/4/2015,4/5/2015,First Class,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,90008.0,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2.0,0.2,2.245
4846,CA-2016-124044,7/23/2016,7/26/2016,Second Class,MS-17830,Melanie Seite,Consumer,United States,Rochester,New York,14609.0,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,10.512,3.0,0.2,3.6792
4848,CA-2015-164469,6/25/2015,6/27/2015,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301.0,West,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,11.0,0.2,17.908
4849,CA-2015-164469,6/25/2015,6/27/2015,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301.0,West,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1.0,0.2,0.8162
4850,CA-2015-107818,9/8/2015,9/14/2015,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301.0,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,5.88,2.0,0.0,2.646
4854,CA-2015-113320,12/12/2015,12/15/2015,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601.0,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3.0,0.0,4.5144
4855,CA-2015-113320,12/12/2015,12/15/2015,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601.0,West,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,3.0,0.0,0.6258
4856,CA-2015-113320,12/12/2015,12/15/2015,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601.0,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3.0,0.0,4.4352
